timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
RT901_087,-1.179756,1.101562,8.712421,-0.230864,-0.909575,-0.274954,0.209227
RT901_088,-1.319619,1.204102,9.155391,-0.056397,-0.870379,0.488951,-0.013672
RT901_089,-1.264219,1.214844,9.357735,-0.222321,-0.893006,-0.201485,0.335435
RT901_090,-1.114365,1.284180,9.144453,-0.104788,-0.910356,0.390097,0.089970
RT901_091,-0.737915,1.402344,9.825312,0.149928,-0.942778,0.212696,0.208448
RT901_092,-1.053516,1.413086,9.483516,0.203681,-0.973254,0.076255,0.073997
RT901_093,-0.900483,1.361328,9.423359,0.206249,-0.964917,0.144616,0.074050
RT901_094,-1.277842,1.245117,9.130781,-0.019752,-0.908661,0.371675,-0.189213
RT901_095,-0.937266,1.432617,9.803437,0.186679,0.368716,-0.525885,-0.743401
RT901_096,-0.862339,1.331055,9.609297,0.186679,0.368716,-0.525885,-0.743401
RT901_097,-0.918193,1.391602,9.677656,0.186679,0.368716,-0.525885,-0.743401
RT901_098,-1.300547,1.368164,9.456172,0.186679,0.368716,-0.525885,-0.743401
RT901_099,-1.424062,1.415039,9.494453,-0.027762,-0.831200,0.555155,0.011764
RT901_100,-1.004473,1.494141,9.912812,0.289074,-0.934205,-0.102640,-0.182104
RT901_101,-0.966328,1.339844,9.434297,-0.034463,-0.867355,0.493425,0.055127
RT901_102,-1.431328,1.350586,9.571015,-0.026760,-0.785462,0.612785,0.082631
RT901_103,-1.044434,1.419922,9.565547,-0.024840,-0.810658,0.581970,0.059390
RT901_104,-1.404082,1.405273,9.688593,-0.099179,-0.826195,0.553726,0.030862
RT901_105,-1.400449,1.429688,9.628437,-0.067558,-0.846012,0.526341,0.051621
RT901_106,-0.929092,1.329102,8.871016,-0.028319,-0.808041,0.587625,0.031074
RT901_107,-1.198828,1.522461,9.710468,-0.047532,-0.780743,0.620062,0.060863
RT901_108,-1.048975,1.427734,9.401484,-0.042422,-0.820369,0.568480,0.045017
RT901_109,-1.309629,1.445312,9.453438,-0.077207,-0.789911,0.604919,0.064435
RT901_110,-1.249688,1.512695,9.765156,-0.098654,-0.780013,0.614586,0.064275
RT901_111,-1.173398,1.463867,9.303047,-0.063375,-0.797837,0.592612,0.090837
RT901_112,-1.314170,1.425781,9.486250,-0.055590,-0.773253,0.629759,0.048929
RT901_113,-1.268760,1.403320,9.242890,-0.094682,-0.801389,0.585400,0.078209
RT901_114,-1.296914,1.294922,9.212812,-0.098837,-0.816704,0.553486,0.129918
RT901_115,-1.053516,1.329102,9.046016,-0.076390,-0.805968,0.579290,0.094887
RT901_116,-1.157051,1.362305,9.106172,-0.092491,-0.821394,0.547845,0.128927
RT901_117,-0.995391,1.518555,9.527266,-0.092834,-0.804146,0.574138,0.122866
RT901_118,-1.147969,1.416992,9.355000,-0.094065,-0.808213,0.562123,0.148194
RT901_119,-1.075312,1.416016,9.300312,-0.136424,-0.841624,0.506462,0.128667
RT901_120,-1.096201,1.396484,9.237422,-0.101549,-0.839020,0.518499,0.129966
RT901_121,-1.184297,1.313477,8.996797,-0.066227,-0.884132,0.443177,0.132361
RT901_122,-1.114365,1.381836,9.037812,-0.046441,-0.911145,0.353069,0.207364
RT901_123,-1.015371,1.246094,8.887422,-0.083940,-0.933640,0.234658,0.257304
RT901_124,-0.732466,1.466797,9.699532,0.003110,-0.912428,0.361202,0.192348
RT901_125,-0.830098,1.432617,9.847187,0.004099,-0.977761,0.106561,0.180585
RT901_126,-1.085303,1.347656,9.275703,0.073865,-0.914949,0.360266,0.166196
RT901_127,-1.056240,1.346680,9.860859,-0.021339,-0.863549,0.497894,0.077002
RT901_128,-1.104375,1.307617,9.024140,-0.011622,-0.845034,0.531885,0.053669
RT901_129,-0.918193,1.446289,9.748750,0.032085,-0.804321,0.585320,0.097154
RT901_130,-1.221533,1.315430,9.272968,0.040073,-0.879159,0.463178,0.104595
RT901_131,-0.895034,1.280273,9.152657,0.071377,-0.885496,0.449388,0.094088
RT901_132,-1.206094,0.965332,8.395234,0.088175,-0.879560,0.454476,0.109780
RT901_133,-0.990850,0.733887,7.656953,0.150702,-0.934751,0.292780,0.133453
RT901_134,-1.182480,0.820801,7.993281,0.133174,-0.935616,0.309315,0.105882
RT901_135,-1.108916,0.753906,7.788203,0.135235,-0.929240,0.324922,0.112473
RT901_136,-1.086211,0.794922,7.826484,0.105145,-0.893185,0.424186,0.105982
RT901_137,-0.894126,0.776367,7.790937,0.074106,-0.878697,0.461662,0.096276
RT901_138,-0.982676,0.773926,7.796406,0.118947,-0.916383,0.368771,0.100508
RT901_139,-1.049883,0.847656,8.187422,0.093693,-0.861342,0.496239,0.055308
RT901_140,-0.927729,0.797852,8.162812,0.072740,-0.878492,0.469019,0.054616
RT901_141,-0.581250,0.745117,7.834687,0.072460,-0.855143,0.509190,0.064847
RT901_142,-0.695684,0.720703,7.752656,0.060824,-0.844222,0.532078,0.021982
RT901_143,-0.682061,0.833496,8.217500,0.066035,-0.838841,0.533503,0.085795
RT901_144,-0.682061,0.795410,8.165546,0.075488,-0.824968,0.558687,0.039974
RT901_145,-0.924551,0.768555,7.870234,0.096537,-0.839248,0.534590,0.023585
RT901_146,-0.576709,0.857422,8.258515,0.061616,-0.812924,0.575801,0.061736
RT901_147,-0.788774,0.751953,7.692500,0.115785,-0.811852,0.571092,0.036664
RT901_148,-1.028086,0.794434,7.963203,0.113034,-0.793155,0.597576,0.032126
RT901_149,-0.836455,0.769531,7.777266,0.096894,-0.839213,0.531715,0.060112
RT901_150,-0.698408,0.857422,8.149140,0.089752,-0.800164,0.592888,-0.012875
RT901_151,-0.623027,0.957520,9.015938,0.324680,-0.786750,0.515550,0.099071
RT901_152,-0.263152,0.796387,8.529219,0.294572,-0.804356,0.501378,0.121898
RT901_153,-0.511772,0.596680,9.070625,0.078005,-0.828313,0.552922,0.045720
RT901_154,-0.139182,0.833984,8.769844,0.192132,-0.799329,0.568320,0.034205
RT901_155,-0.395977,0.829590,8.190156,0.192120,-0.918257,0.281577,0.201515
RT901_156,-0.244534,0.742676,8.624922,0.100625,-0.870150,0.480806,0.039232
RT901_157,-0.205594,0.880371,9.292109,0.184693,-0.852817,0.480897,0.085614
RT901_158,-0.107963,0.854980,8.873750,0.153745,-0.818697,0.553060,0.014942
RT901_159,-0.063688,0.836914,9.674922,0.135583,-0.892382,0.425574,0.064486
RT901_160,0.336262,0.738770,9.368671,0.149686,-0.842411,0.516989,0.025699
RT901_161,-0.111425,0.990723,8.947578,0.103618,-0.848016,0.519708,0.006066
RT901_162,0.003051,1.091797,9.524531,0.110231,-0.873715,0.472782,0.030799
RT901_163,0.178575,0.954590,9.904610,0.066816,-0.863767,0.498919,0.022858
RT901_164,0.259519,0.711426,8.616718,0.109722,-0.865409,0.486674,0.046658
RT901_165,0.279727,0.904785,9.428828,0.177429,-0.770773,0.611782,-0.012298
RT901_166,0.201735,0.885742,9.483516,0.078763,-0.867502,0.490887,0.016321
RT901_167,0.472266,0.952637,9.538203,0.131138,-0.884173,0.446938,0.035877
RT901_168,0.477261,1.051758,10.038593,0.103302,-0.879827,0.463098,0.027806
RT901_169,0.589878,0.834961,9.923750,0.442601,-0.644476,0.620098,-0.065070
RT901_170,0.100811,0.711426,8.901093,0.186679,0.368716,-0.525885,-0.743401
RT901_171,0.270190,0.740723,9.007734,0.186679,0.368716,-0.525885,-0.743401
RT901_172,0.717026,0.697754,9.992109,0.117566,-0.851586,0.510860,0.001240
RT901_173,0.363735,0.566406,9.505390,0.216212,-0.957455,0.189235,0.026879
RT901_174,0.946348,0.612305,10.426874,0.186679,0.368716,-0.525885,-0.743401
RT901_175,0.860068,0.751953,9.724140,0.162295,-0.740693,0.623385,-0.190854
RT901_176,0.489976,0.904785,9.972969,0.186679,0.368716,-0.525885,-0.743401
RT901_177,0.504507,0.660156,9.491718,0.186679,0.368716,-0.525885,-0.743401
RT901_178,0.292441,0.784180,10.019453,0.186679,0.368716,-0.525885,-0.743401
RT901_179,0.744727,0.670410,9.718672,0.186679,0.368716,-0.525885,-0.743401
RT901_180,0.578525,0.462646,9.962030,0.186679,0.368716,-0.525885,-0.743401
RT901_181,0.564448,0.305664,9.718672,0.186679,0.368716,-0.525885,-0.743401
RT901_182,0.437073,1.036133,9.149921,0.265332,-0.021077,0.059864,-0.962066
RT901_183,0.638467,0.825684,9.147187,0.186679,0.368716,-0.525885,-0.743401
RT901_184,0.477715,0.806641,9.746016,0.186679,0.368716,-0.525885,-0.743401
RT901_185,0.531753,0.700684,9.242890,0.186679,0.368716,-0.525885,-0.743401
RT901_186,0.014077,1.016602,8.942109,0.186679,0.368716,-0.525885,-0.743401
RT901_187,0.355789,1.036133,9.065156,0.186679,0.368716,-0.525885,-0.743401
RT901_188,0.255659,1.310547,9.746016,0.186679,0.368716,-0.525885,-0.743401
RT901_189,-0.032922,0.985352,9.136250,0.186679,0.368716,-0.525885,-0.743401
RT901_190,0.324229,0.963379,9.237422,0.186679,0.368716,-0.525885,-0.743401
RT901_191,0.221602,1.049805,9.385078,0.186679,0.368716,-0.525885,-0.743401
RT901_192,-0.003463,0.909668,8.616718,0.186679,0.368716,-0.525885,-0.743401
RT901_193,-0.143042,0.981934,8.616718,0.186679,0.368716,-0.525885,-0.743401
RT901_194,-0.377358,0.990234,8.862812,0.186679,0.368716,-0.525885,-0.743401
RT901_195,-0.375996,1.017578,8.887422,0.186679,0.368716,-0.525885,-0.743401
RT901_196,-0.351929,0.939453,8.548359,0.186679,0.368716,-0.525885,-0.743401
RT901_197,-0.497241,0.999023,8.835468,0.037344,-0.934985,-0.351700,0.026742
RT901_198,-0.454329,0.888672,8.283125,0.335508,0.099028,0.050094,-0.935478
RT901_199,-0.434121,0.801758,7.695234,0.252572,0.016073,-0.014766,-0.967332
RT901_200,-0.484980,0.775391,7.886641,0.022459,-0.893891,-0.447658,0.007612
RT901_201,-0.417319,0.948730,8.534687,0.036443,-0.881532,-0.470705,-0.003249
RT901_202,-0.613945,1.087891,8.808125,0.064294,-0.949800,-0.300362,0.059400
RT901_203,-0.504507,0.783203,7.711640,0.033627,-0.837026,-0.543092,-0.057505
RT901_204,-0.611221,1.015625,8.622188,0.027450,-0.767942,-0.628535,-0.120232
RT901_205,-0.536748,0.841309,7.949531,0.284839,-0.059433,-0.105263,-0.950923
RT901_206,-0.881411,0.780273,7.842891,0.072212,-0.783281,-0.556601,-0.267303
RT901_207,-0.740640,0.671875,7.596797,0.312289,0.069692,0.026692,-0.947051
RT901_208,-0.687510,0.779297,7.845625,0.144645,0.073127,-0.026422,-0.986424
RT901_209,-0.732012,0.766602,7.749922,0.351068,0.122650,0.088973,-0.924009
RT901_210,-0.763345,0.751953,7.747188,0.012909,-0.841783,-0.539646,-0.004098
RT901_211,-0.633018,0.770508,7.782734,0.023584,-0.870232,-0.492009,0.008236
RT901_212,-0.752446,0.749512,7.624140,0.027047,-0.873134,-0.486518,0.014364
RT901_213,-0.708853,0.809082,7.990547,0.022233,-0.844038,-0.535679,0.012402
RT901_214,-0.840088,0.765137,7.665156,0.027876,-0.861862,-0.506354,0.004720
RT901_215,-0.898667,0.812500,8.149140,0.035757,-0.874126,-0.483799,0.023751
RT901_216,-0.838271,0.789551,8.064375,0.039878,-0.896754,-0.440620,-0.009830
RT901_217,-0.789228,0.718750,7.596797,0.034950,-0.857036,-0.514048,-0.004681
RT901_218,-0.915469,0.820312,8.272187,0.023065,-0.839984,-0.541708,0.021163
RT901_219,-0.783325,0.756836,7.859297,0.021401,-0.857674,-0.511530,0.047694
RT901_220,-0.734282,0.771484,7.391718,0.045485,-0.917603,-0.393304,0.035320
RT901_221,-0.789683,0.831543,7.987812,0.050536,-0.844314,-0.533299,-0.013145
RT901_222,-0.733828,0.770020,7.848359,0.037218,-0.886040,-0.461719,0.019058
RT901_223,-0.700225,0.778809,7.840156,0.021563,-0.855815,-0.516726,-0.010510
RT901_224,-0.698862,0.752441,7.826484,0.063088,-0.947324,-0.311931,0.035998
RT901_225,-0.833730,0.872070,8.140938,0.125364,-0.915549,0.380581,0.034819
RT901_226,-0.759258,0.744629,7.624140,0.071168,-0.980515,-0.179602,0.035610
RT901_227,-0.595781,0.753418,7.501093,0.051991,-0.979747,-0.188929,0.041208
RT901_228,-0.741094,0.743164,7.648750,0.064589,-0.971347,-0.222421,0.053307
RT901_229,-0.716572,0.792480,7.682930,0.059919,-0.904892,-0.421309,-0.008907
RT901_230,-0.766523,0.776855,7.927656,0.065532,-0.909475,-0.408770,0.038322
RT901_231,-0.650728,0.829102,7.878437,0.060107,-0.894327,-0.442610,0.025756
RT901_232,-0.675703,0.853516,8.119062,0.042977,-0.920650,-0.386455,0.034766
RT901_233,-0.561270,0.805664,7.894844,0.052392,-0.941836,-0.329577,0.039732
RT901_234,-0.873237,0.870117,8.083515,0.186679,0.368716,-0.525885,-0.743401
RT901_235,-0.697500,0.850098,7.996016,0.057128,-0.926864,-0.368027,0.047061
RT901_236,-0.697500,0.825195,7.848359,0.059633,-0.952322,-0.294486,0.052951
RT901_237,-0.761528,0.822266,7.818281,0.074963,-0.975026,-0.198881,0.064424
RT901_238,-0.644824,0.881836,8.373360,0.230918,-0.955802,0.181422,0.014357
RT901_239,-0.509502,0.878906,8.110859,0.227950,-0.959039,-0.046352,-0.161660
RT901_240,-0.653906,0.871582,8.121797,0.093880,-0.962521,-0.242113,0.078234
RT901_241,-0.639375,0.845215,8.124531,0.080273,-0.950802,-0.294697,0.051815
RT901_242,-0.659810,0.883789,8.151875,-0.009567,-0.965753,-0.258670,0.017882
RT901_243,-0.773789,0.894531,8.220234,0.055140,-0.911145,-0.405150,0.051270
RT901_244,-0.573076,0.809082,7.864765,0.041815,-0.893021,-0.446510,0.037330
RT901_245,-0.640737,0.874512,8.171016,0.051887,-0.929165,-0.361704,0.055957
RT901_246,-0.817383,0.750977,7.845625,0.032616,-0.875645,-0.480278,0.038918
RT901_247,-0.596235,0.898438,8.088984,0.028554,-0.869006,-0.493342,0.025060
RT901_248,-1.018096,0.865723,8.250313,0.032341,-0.860344,-0.508038,0.025666
RT901_249,-0.972686,0.837891,7.782734,0.064349,-0.832451,-0.549228,0.035106
RT901_250,-0.939990,0.955566,7.922187,0.013609,-0.879656,-0.474541,0.028845
RT901_251,-0.672070,0.852539,8.094453,0.186679,0.368716,-0.525885,-0.743401
RT901_252,-0.994482,0.702637,7.505195,-0.012126,-0.841714,-0.539572,0.015271
RT901_253,-0.778784,0.830566,8.023359,-0.007666,-0.966817,-0.255302,-0.005273
RT901_254,-0.811934,0.791504,7.697968,0.069528,-0.936675,-0.338538,0.056559
RT901_255,-1.027178,0.790527,7.892109,0.057400,-0.893261,-0.444620,0.033208
RT901_256,-0.816929,0.824219,8.209297,0.265801,0.135883,-0.519300,-0.800758
RT901_257,-0.967236,0.893555,8.272187,-0.004140,-0.963599,-0.266605,-0.019526
RT901_258,-0.714756,0.974121,8.302265,0.186679,0.368716,-0.525885,-0.743401
RT901_259,-0.810571,0.729980,7.785469,0.233371,-0.811095,0.536236,0.010664
RT901_260,-0.795586,0.858887,8.047969,0.233666,-0.736084,0.635053,-0.016999
RT901_261,-0.800127,0.915039,8.299531,0.323765,-0.908130,0.000000,-0.265473
RT901_262,-1.044434,0.892578,8.037031,0.186679,0.368716,-0.525885,-0.743401
RT901_263,-0.848262,0.937500,8.006953,0.186679,0.368716,-0.525885,-0.743401
RT901_264,-1.137979,0.879395,7.859297,0.249209,-0.651554,0.714037,-0.059368
RT901_265,-0.995391,0.924316,8.244843,0.200093,-0.835137,0.511663,0.026641
RT901_266,-1.098018,0.985352,8.258515,0.199057,-0.848589,0.489421,0.027222
RT901_267,-1.285107,0.793457,7.736250,0.183557,-0.857560,0.480128,0.019375
RT901_268,-1.237881,0.914551,7.955000,0.133319,-0.818671,0.558563,-0.003391
RT901_269,-0.849624,0.861816,8.042500,0.174484,-0.847351,0.501403,0.012151
RT901_270,-1.224258,1.019531,8.086250,0.121538,-0.820619,0.558391,-0.003475
RT901_271,-1.211543,0.936523,8.222969,0.179602,-0.898217,0.397558,0.053819
RT901_272,-1.271484,0.910645,7.796406,0.128993,-0.823012,0.553080,0.010739
RT901_273,-1.187021,0.878418,8.028828,0.101080,-0.827308,0.551983,0.025687
RT901_274,-1.158867,1.221680,8.832734,0.105039,-0.820579,0.561402,0.021103
RT901_275,-1.356856,1.081055,8.490937,0.108557,-0.799004,0.591228,0.016059
RT901_276,-0.997207,1.175781,8.824532,0.103130,-0.820953,0.561306,0.018343
RT901_277,-0.962695,1.014648,8.307734,0.149776,-0.825867,0.542338,0.037158
RT901_278,-1.240605,1.055664,8.233906,0.110126,-0.805337,0.580694,0.045815
RT901_279,-1.033535,0.951172,7.938594,0.101460,-0.793352,0.598549,0.045133
RT901_280,-1.227891,1.010742,8.039765,0.108713,-0.817889,0.562001,0.058255
RT901_281,-1.197920,1.093750,8.458125,0.105504,-0.820345,0.558354,0.064378
RT901_282,-1.311445,0.998047,8.157344,0.107248,-0.822634,0.557827,0.024496
RT901_283,-1.255137,1.074219,8.460859,0.110371,-0.827158,0.550008,0.033451
RT901_284,-1.146152,1.189453,8.758906,0.103682,-0.805805,0.581349,0.044289
RT901_285,-1.451309,1.231445,9.078828,0.102157,-0.805848,0.579720,0.064017
RT901_286,-1.110732,1.331055,9.324922,0.113977,-0.811201,0.569548,0.067656
RT901_287,-1.361397,1.233398,8.947578,0.098506,-0.806059,0.580260,0.062159
RT901_288,-1.314170,1.079102,8.332344,0.116566,-0.828343,0.546123,0.044830
RT901_289,-1.328701,1.233398,9.095234,0.110080,-0.806032,0.580930,0.026763
RT901_290,-1.207002,1.274414,9.163593,0.106594,-0.786974,0.606674,0.035451
RT901_291,-1.373203,1.312500,9.743280,0.098808,-0.774888,0.621403,0.060356
RT901_292,-1.290557,1.185547,9.062422,0.104239,-0.812839,0.573074,0.003674
RT901_293,-1.631133,1.315430,9.557343,0.093312,-0.731506,0.674659,0.032054
RT901_294,-1.533047,1.317383,9.497188,0.100243,-0.774216,0.623851,0.036758
RT901_295,-1.831846,1.383789,9.855391,0.109694,-0.760434,0.639919,0.014552
RT901_296,-1.628408,1.320312,9.628437,0.117271,-0.806132,0.579993,-0.002689
RT901_297,-1.238789,1.051758,8.553828,0.098863,-0.783568,0.611951,0.041987
RT901_298,-1.345957,1.198242,9.065156,0.181383,-0.782599,0.595487,-0.005862
RT901_299,-1.343232,1.155273,8.906563,0.155849,-0.837591,0.523583,0.003641
RT901_300,-1.317803,1.215820,9.674922,0.202405,-0.855882,0.471666,0.063472
RT901_301,-0.973594,1.135742,10.563593,0.144815,-0.812536,0.561071,0.063357
RT901_302,-1.596621,1.333984,9.874531,0.205727,-0.799288,0.564607,-0.005810
RT901_303,-1.532139,1.212891,10.158906,0.190290,-0.939384,0.268448,0.096352
RT901_304,-1.434961,1.319336,10.188984,0.178046,-0.846777,0.500490,0.027882
RT901_305,-1.545762,1.331055,9.975702,0.184348,-0.909785,0.362719,0.082107
RT901_306,-1.358672,1.234375,9.592891,0.366567,-0.727878,0.571119,-0.098213
RT901_307,-1.365029,0.998047,9.231953,0.186679,0.368716,-0.525885,-0.743401
RT901_308,-1.662920,1.174805,9.724140,0.186679,0.368716,-0.525885,-0.743401
RT901_309,-1.385918,1.281250,9.778828,0.186679,0.368716,-0.525885,-0.743401
RT901_310,-1.241514,1.249023,10.005781,0.186679,0.368716,-0.525885,-0.743401
RT901_311,-1.444951,1.058594,9.385078,0.186679,0.368716,-0.525885,-0.743401
RT901_312,-1.575732,1.127930,9.688593,0.186679,0.368716,-0.525885,-0.743401
RT901_313,-1.380469,1.167969,9.931953,0.186679,0.368716,-0.525885,-0.743401
RT901_314,-0.736099,1.028320,9.833515,0.186679,0.368716,-0.525885,-0.743401
RT901_315,-1.440410,1.280273,10.013985,0.186679,0.368716,-0.525885,-0.743401
RT901_316,-1.445859,1.226562,9.962030,0.186679,0.368716,-0.525885,-0.743401
RT901_317,-1.489453,1.182617,9.838984,0.186679,0.368716,-0.525885,-0.743401
RT901_318,-1.412256,1.017578,9.029610,0.186679,0.368716,-0.525885,-0.743401
