timestamp,Tx,Ty,Tz,Qx,Qy,Qz,Qw
RT901_045,-0.085201,0.582031,10.213593,0.186679,0.368716,-0.525885,-0.743401
RT901_046,-0.548555,0.550293,9.677656,0.186679,0.368716,-0.525885,-0.743401
RT901_047,-0.178121,0.490967,9.447968,0.186679,0.368716,-0.525885,-0.743401
RT901_048,-0.672979,0.436768,9.551875,0.091728,0.262905,-0.691924,-0.666114
RT901_049,-0.102911,0.291260,9.691328,-0.158324,0.106588,-0.791338,-0.580824
RT901_050,-0.220580,0.240112,9.253828,-0.361226,-0.118029,-0.873537,-0.304168
RT901_051,-0.365325,0.401123,9.270234,-0.462343,-0.300162,-0.834107,-0.020205
RT901_052,-0.870059,0.508789,9.327656,-0.510670,-0.414836,-0.724754,0.204595
RT901_053,-0.593511,0.365479,9.292109,-0.510801,-0.415140,-0.724305,0.205243
RT901_054,-0.744727,0.391602,9.633906,-0.454284,-0.490126,-0.605743,0.431832
RT901_055,-0.455237,0.663086,9.499922,-0.333712,-0.298681,-0.893279,0.038452
RT901_056,-0.474082,0.207886,9.097969,0.258515,0.330375,-0.548187,-0.723542
RT901_057,-1.026270,0.541016,9.114375,-0.240207,-0.124878,-0.937337,-0.219328
RT901_058,-0.766978,0.670410,9.141719,-0.458383,-0.531586,-0.421698,0.573996
RT901_059,-0.987217,0.776367,8.838203,-0.111306,-0.047946,-0.931516,-0.342914
RT901_060,-0.853711,0.722656,8.775312,-0.343855,-0.256446,-0.903186,-0.015952
RT901_061,-0.812842,0.818848,8.753437,-0.183352,-0.058231,-0.930276,-0.312374
RT901_062,-0.878687,0.758301,8.898359,-0.429711,-0.459599,-0.692414,0.353102
RT901_063,-0.870967,0.660645,9.434297,0.235548,0.343352,-0.541250,-0.730531
RT901_064,-0.855073,0.814941,8.676875,-0.443078,-0.545889,-0.329393,0.630228
RT901_065,-0.781055,0.842773,9.185469,-0.064131,0.071923,-0.874035,-0.476211
RT901_066,-1.095293,1.016602,9.478046,0.023184,0.181341,-0.785219,-0.591616
RT901_067,-0.949980,0.893555,9.177265,-0.041427,0.100990,-0.854155,-0.508433
RT901_068,-1.146152,0.925293,8.969453,0.094946,0.266568,-0.687119,-0.669174
RT901_069,-1.355039,0.880859,9.221016,0.094946,0.266568,-0.687119,-0.669174
RT901_070,-1.075312,0.955078,9.368671,0.094946,0.266568,-0.687119,-0.669174
RT901_071,-1.038984,0.937500,9.349531,0.186679,0.368716,-0.525885,-0.743401
RT901_072,-1.009922,0.931641,9.467110,0.186679,0.368716,-0.525885,-0.743401
RT901_073,-1.163408,1.151367,9.313984,0.186679,0.368716,-0.525885,-0.743401
RT901_074,-1.085303,1.245117,9.811640,0.126636,0.530398,-0.521338,-0.656390
RT901_075,-0.624390,1.227539,9.705000,0.126636,0.530398,-0.521338,-0.656390
RT901_076,-1.184297,1.268555,9.674922,-0.125825,-0.730374,0.325752,0.587033
RT901_077,-1.227891,1.296875,9.447968,0.132663,0.878641,-0.056371,-0.455207
RT901_078,-1.151602,1.066406,8.944843,-0.014650,-0.972038,-0.042221,0.230532
RT901_079,-1.066231,1.166016,9.185469,0.030214,-0.980900,-0.129053,0.142367
RT901_080,-1.071680,1.075195,9.002266,0.082582,-0.989478,-0.109196,-0.046800
RT901_081,-1.335967,1.090820,9.007734,0.102473,-0.982422,0.144561,-0.058720
RT901_082,-1.205186,1.052734,9.040546,0.143163,-0.911173,0.374444,-0.095184
RT901_083,-1.140703,1.251953,9.423359,0.085661,-0.869059,0.475788,-0.104995
RT901_084,-1.463115,1.208984,9.540937,0.005392,-0.815457,0.577648,-0.036367
RT901_085,-1.448584,1.202148,8.846406,-0.055297,-0.894991,0.442562,0.008473
RT901_086,-1.448584,1.143555,8.958515,-0.065616,-0.898633,0.433702,0.007446
RT901_087,-1.179756,1.101562,8.712421,-0.125228,-0.950110,0.270719,0.091215
RT901_088,-1.319619,1.204102,9.155391,-0.141247,-0.958456,0.211797,0.128659
RT901_089,-1.264219,1.214844,9.357735,-0.099546,-0.970101,0.131881,0.177771
RT901_090,-1.114365,1.284180,9.144453,-0.006305,-0.967976,0.203836,0.146401
RT901_091,-0.737915,1.402344,9.825312,0.048536,-0.976844,0.129746,0.163054
RT901_092,-1.053516,1.413086,9.483516,0.089280,-0.963922,0.245154,0.052760
RT901_093,-0.900483,1.361328,9.423359,0.078993,-0.929416,0.297516,0.203544
RT901_094,-1.277842,1.245117,9.130781,0.004005,-0.853375,0.391494,0.344191
RT901_095,-0.937266,1.432617,9.803437,0.088348,0.704754,-0.495252,-0.500242
RT901_096,-0.862339,1.331055,9.609297,0.170756,0.531009,-0.551436,-0.620315
RT901_097,-0.918193,1.391602,9.677656,0.165500,0.492789,-0.568144,-0.637951
RT901_098,-1.300547,1.368164,9.456172,0.073100,0.702688,-0.496796,-0.504062
RT901_099,-1.424062,1.415039,9.494453,-0.035273,-0.811405,0.480968,0.330223
RT901_100,-1.004473,1.494141,9.912812,0.003061,-0.864428,0.475845,0.162256
RT901_101,-0.966328,1.339844,9.434297,0.036948,-0.891577,0.451324,0.005652
RT901_102,-1.431328,1.350586,9.571015,0.021924,-0.891850,0.451695,0.009693
RT901_103,-1.044434,1.419922,9.565547,-0.050652,-0.828643,0.554658,0.056028
RT901_104,-1.404082,1.405273,9.688593,-0.049394,-0.816310,0.573217,0.051181
RT901_105,-1.400449,1.429688,9.628437,-0.053550,-0.815312,0.574637,0.046818
RT901_106,-0.929092,1.329102,8.871016,-0.057065,-0.817172,0.571877,0.043936
RT901_107,-1.198828,1.522461,9.710468,-0.052661,-0.809842,0.582080,0.050654
RT901_108,-1.048975,1.427734,9.401484,-0.058869,-0.796386,0.599564,0.053171
RT901_109,-1.309629,1.445312,9.453438,-0.065877,-0.794248,0.600490,0.065124
RT901_110,-1.249688,1.512695,9.765156,-0.067494,-0.792803,0.602471,0.062740
RT901_111,-1.173398,1.463867,9.303047,-0.077935,-0.788814,0.605711,0.069366
RT901_112,-1.314170,1.425781,9.486250,-0.082311,-0.794649,0.595776,0.082518
RT901_113,-1.268760,1.403320,9.242890,-0.077844,-0.799745,0.588636,0.088635
RT901_114,-1.296914,1.294922,9.212812,-0.083696,-0.804684,0.579835,0.096287
RT901_115,-1.053516,1.329102,9.046016,-0.091082,-0.810231,0.568250,0.111004
RT901_116,-1.157051,1.362305,9.106172,-0.090948,-0.811505,0.563529,0.124992
RT901_117,-0.995391,1.518555,9.527266,-0.098519,-0.816914,0.554409,0.124807
RT901_118,-1.147969,1.416992,9.355000,-0.103537,-0.823394,0.542152,0.131806
RT901_119,-1.075312,1.416016,9.300312,-0.098395,-0.836921,0.521811,0.132648
RT901_120,-1.096201,1.396484,9.237422,-0.089319,-0.860463,0.478689,0.149944
RT901_121,-1.184297,1.313477,8.996797,-0.087635,-0.889201,0.414571,0.172547
RT901_122,-1.114365,1.381836,9.037812,-0.059419,-0.902296,0.384775,0.185146
RT901_123,-1.015371,1.246094,8.887422,-0.038219,-0.932082,0.302414,0.195727
RT901_124,-0.732466,1.466797,9.699532,-0.009934,-0.936826,0.285234,0.202236
RT901_125,-0.830098,1.432617,9.847187,-0.004902,-0.932090,0.316058,0.176893
RT901_126,-1.085303,1.347656,9.275703,0.009765,-0.916105,0.377061,0.135943
RT901_127,-1.056240,1.346680,9.860859,0.015709,-0.897798,0.424265,0.117096
RT901_128,-1.104375,1.307617,9.024140,0.022723,-0.865598,0.490084,0.100209
RT901_129,-0.918193,1.446289,9.748750,0.022168,-0.857560,0.506743,0.085506
RT901_130,-1.221533,1.315430,9.272968,0.044136,-0.861031,0.498190,0.092105
RT901_131,-0.895034,1.280273,9.152657,0.076960,-0.882131,0.451832,0.108487
RT901_132,-1.206094,0.965332,8.395234,0.097103,-0.906681,0.395470,0.110016
RT901_133,-0.990850,0.733887,7.656953,0.116124,-0.916017,0.367414,0.111511
RT901_134,-1.182480,0.820801,7.993281,0.122821,-0.916966,0.362121,0.113824
RT901_135,-1.108916,0.753906,7.788203,0.120033,-0.917053,0.363666,0.111147
RT901_136,-1.086211,0.794922,7.826484,0.113569,-0.912610,0.378595,0.104452
RT901_137,-0.894126,0.776367,7.790937,0.105704,-0.898140,0.416255,0.094358
RT901_138,-0.982676,0.773926,7.796406,0.093071,-0.887003,0.444669,0.082667
RT901_139,-1.049883,0.847656,8.187422,0.086546,-0.879601,0.461811,0.074446
RT901_140,-0.927729,0.797852,8.162812,0.083940,-0.873271,0.476235,0.059599
RT901_141,-0.581250,0.745117,7.834687,0.073199,-0.856174,0.508342,0.056547
RT901_142,-0.695684,0.720703,7.752656,0.069570,-0.849067,0.520946,0.053489
RT901_143,-0.682061,0.833496,8.217500,0.074310,-0.840947,0.533903,0.047263
RT901_144,-0.682061,0.795410,8.165546,0.072143,-0.832541,0.547261,0.046642
RT901_145,-0.924551,0.768555,7.870234,0.083148,-0.826124,0.555109,0.049584
RT901_146,-0.576709,0.857422,8.258515,0.092551,-0.816948,0.567910,0.038842
RT901_147,-0.788774,0.751953,7.692500,0.096849,-0.819920,0.562595,0.042878
RT901_148,-1.028086,0.794434,7.963203,0.095507,-0.812233,0.574360,0.035586
RT901_149,-0.836455,0.769531,7.777266,0.148824,-0.810557,0.564781,0.043251
RT901_150,-0.698408,0.857422,8.149140,0.185173,-0.810799,0.551954,0.060520
RT901_151,-0.623027,0.957520,9.015938,0.178162,-0.818104,0.543103,0.063276
RT901_152,-0.263152,0.796387,8.529219,0.197206,-0.809436,0.550053,0.058009
RT901_153,-0.511772,0.596680,9.070625,0.218981,-0.837648,0.489943,0.101726
RT901_154,-0.139182,0.833984,8.769844,0.173476,-0.853851,0.482522,0.089539
RT901_155,-0.395977,0.829590,8.190156,0.150916,-0.861771,0.477334,0.082018
RT901_156,-0.244534,0.742676,8.624922,0.166160,-0.859592,0.477230,0.075784
RT901_157,-0.205594,0.880371,9.292109,0.154494,-0.876938,0.447690,0.081762
RT901_158,-0.107963,0.854980,8.873750,0.145145,-0.856937,0.492411,0.046083
RT901_159,-0.063688,0.836914,9.674922,0.145762,-0.852603,0.500266,0.039442
RT901_160,0.336262,0.738770,9.368671,0.130796,-0.856508,0.498475,0.028447
RT901_161,-0.111425,0.990723,8.947578,0.113341,-0.865238,0.487459,0.030023
RT901_162,0.003051,1.091797,9.524531,0.108086,-0.859229,0.499343,0.026433
RT901_163,0.178575,0.954590,9.904610,0.113880,-0.846689,0.519416,0.018869
RT901_164,0.259519,0.711426,8.616718,0.108915,-0.850753,0.513730,0.020930
RT901_165,0.279727,0.904785,9.428828,0.113151,-0.853171,0.508737,0.021956
RT901_166,0.201735,0.885742,9.483516,0.120473,-0.856393,0.501548,0.022949
RT901_167,0.472266,0.952637,9.538203,0.189790,-0.822980,0.535428,0.000536
RT901_168,0.477261,1.051758,10.038593,0.125182,-0.801671,0.560206,0.166800
RT901_169,0.589878,0.834961,9.923750,0.069925,-0.724363,0.594498,0.342025
RT901_170,0.100811,0.711426,8.901093,-0.066764,0.716472,-0.608886,-0.333869
RT901_171,0.270190,0.740723,9.007734,-0.094801,0.750596,-0.557949,-0.341044
RT901_172,0.717026,0.697754,9.992109,-0.052131,-0.671665,0.524798,0.520322
RT901_173,0.363735,0.566406,9.505390,0.028753,-0.770196,0.556530,0.310234
RT901_174,0.946348,0.612305,10.426874,-0.028753,0.770196,-0.556530,-0.310234
RT901_175,0.860068,0.751953,9.724140,-0.042931,-0.663198,0.565285,0.488650
RT901_176,0.489976,0.904785,9.972969,0.129298,0.490172,-0.603307,-0.615658
RT901_177,0.504507,0.660156,9.491718,0.129298,0.490172,-0.603307,-0.615658
RT901_178,0.292441,0.784180,10.019453,0.186679,0.368716,-0.525885,-0.743401
RT901_179,0.744727,0.670410,9.718672,0.186679,0.368716,-0.525885,-0.743401
RT901_180,0.578525,0.462646,9.962030,0.211932,0.304436,-0.427965,-0.824166
RT901_181,0.564448,0.305664,9.718672,0.211932,0.304436,-0.427965,-0.824166
RT901_182,0.437073,1.036133,9.149921,0.211932,0.304436,-0.427965,-0.824166
RT901_183,0.638467,0.825684,9.147187,0.211932,0.304436,-0.427965,-0.824166
RT901_184,0.477715,0.806641,9.746016,0.211932,0.304436,-0.427965,-0.824166
RT901_185,0.531753,0.700684,9.242890,0.186679,0.368716,-0.525885,-0.743401
RT901_186,0.014077,1.016602,8.942109,0.186679,0.368716,-0.525885,-0.743401
RT901_187,0.355789,1.036133,9.065156,0.186679,0.368716,-0.525885,-0.743401
RT901_188,0.255659,1.310547,9.746016,0.186679,0.368716,-0.525885,-0.743401
RT901_189,-0.032922,0.985352,9.136250,0.186679,0.368716,-0.525885,-0.743401
RT901_190,0.324229,0.963379,9.237422,0.186679,0.368716,-0.525885,-0.743401
RT901_191,0.221602,1.049805,9.385078,0.186679,0.368716,-0.525885,-0.743401
RT901_192,-0.003463,0.909668,8.616718,0.186679,0.368716,-0.525885,-0.743401
RT901_193,-0.143042,0.981934,8.616718,0.186679,0.368716,-0.525885,-0.743401
RT901_194,-0.377358,0.990234,8.862812,0.186679,0.368716,-0.525885,-0.743401
RT901_195,-0.375996,1.017578,8.887422,0.165456,0.562080,-0.408604,-0.699809
RT901_196,-0.351929,0.939453,8.548359,0.208815,0.520737,-0.286107,-0.776770
RT901_197,-0.497241,0.999023,8.835468,-0.229859,-0.444627,0.165348,0.849783
RT901_198,-0.454329,0.888672,8.283125,0.197230,0.637987,0.085187,-0.739470
RT901_199,-0.434121,0.801758,7.695234,0.244255,0.459533,0.157431,-0.839276
RT901_200,-0.484980,0.775391,7.886641,-0.125490,-0.766714,-0.338518,0.530855
RT901_201,-0.417319,0.948730,8.534687,0.099814,-0.864590,-0.433147,-0.234319
RT901_202,-0.613945,1.087891,8.808125,0.037220,-0.874629,-0.482813,-0.023021
RT901_203,-0.504507,0.783203,7.711640,0.105974,-0.829406,-0.485903,-0.254466
RT901_204,-0.611221,1.015625,8.622188,0.113345,-0.798241,-0.501350,-0.314026
RT901_205,-0.536748,0.841309,7.949531,0.188955,-0.615173,-0.467409,-0.606125
RT901_206,-0.881411,0.780273,7.842891,0.215593,-0.376090,-0.330558,-0.838336
RT901_207,-0.740640,0.671875,7.596797,0.269924,-0.133738,-0.132667,-0.944275
RT901_208,-0.687510,0.779297,7.845625,0.266377,0.099502,0.022202,-0.958462
RT901_209,-0.732012,0.766602,7.749922,0.206557,0.529433,0.300099,-0.766144
RT901_210,-0.763345,0.751953,7.747188,-0.114931,-0.739550,-0.420373,0.512975
RT901_211,-0.633018,0.770508,7.782734,-0.062204,-0.832804,-0.502431,0.223900
RT901_212,-0.752446,0.749512,7.624140,0.022738,-0.858520,-0.512226,0.007127
RT901_213,-0.708853,0.809082,7.990547,0.027307,-0.864917,-0.501010,0.012698
RT901_214,-0.840088,0.765137,7.665156,0.030580,-0.870606,-0.490945,0.009088
RT901_215,-0.898667,0.812500,8.149140,0.032164,-0.867434,-0.496484,0.005276
RT901_216,-0.838271,0.789551,8.064375,0.032333,-0.866698,-0.497734,0.007031
RT901_217,-0.789228,0.718750,7.596797,0.031042,-0.865993,-0.498847,0.015635
RT901_218,-0.915469,0.820312,8.272187,0.033029,-0.875746,-0.481306,0.017973
RT901_219,-0.783325,0.756836,7.859297,0.035164,-0.865213,-0.499870,0.017308
RT901_220,-0.734282,0.771484,7.391718,0.035620,-0.871054,-0.489397,0.022067
RT901_221,-0.789683,0.831543,7.987812,0.035312,-0.874052,-0.484292,0.015715
RT901_222,-0.733828,0.770020,7.848359,0.043772,-0.894177,-0.445367,0.013404
RT901_223,-0.700225,0.778809,7.840156,0.063529,-0.949196,-0.307882,0.014128
RT901_224,-0.698862,0.752441,7.826484,0.067386,-0.970417,-0.230559,0.024333
RT901_225,-0.833730,0.872070,8.140938,0.069946,-0.982287,-0.171436,0.028788
RT901_226,-0.759258,0.744629,7.624140,0.077700,-0.990254,-0.107876,0.041503
RT901_227,-0.595781,0.753418,7.501093,0.077539,-0.987773,-0.131303,0.032434
RT901_228,-0.741094,0.743164,7.648750,0.063061,-0.955578,-0.286117,0.032123
RT901_229,-0.716572,0.792480,7.682930,0.060839,-0.938297,-0.339099,0.030141
RT901_230,-0.766523,0.776855,7.927656,0.058845,-0.923597,-0.377728,0.028757
RT901_231,-0.650728,0.829102,7.878437,0.056246,-0.915217,-0.398171,0.025962
RT901_232,-0.675703,0.853516,8.119062,0.008059,-0.947249,-0.244507,0.207051
RT901_233,-0.561270,0.805664,7.894844,0.006074,-0.949439,-0.234475,0.208687
RT901_234,-0.873237,0.870117,8.083515,-0.005923,0.956537,0.198424,-0.213609
RT901_235,-0.697500,0.850098,7.996016,0.013286,-0.963385,-0.153846,0.219190
RT901_236,-0.697500,0.825195,7.848359,0.055022,-0.974393,-0.035930,0.215036
RT901_237,-0.761528,0.822266,7.818281,0.133654,-0.979725,-0.149211,0.003520
RT901_238,-0.644824,0.881836,8.373360,0.140536,-0.982386,-0.122762,0.009877
RT901_239,-0.509502,0.878906,8.110859,0.144713,-0.981781,-0.122768,0.009642
RT901_240,-0.653906,0.871582,8.121797,0.127778,-0.982523,-0.135352,0.000129
RT901_241,-0.639375,0.845215,8.124531,0.090793,-0.963193,-0.252899,0.007614
RT901_242,-0.659810,0.883789,8.151875,0.052550,-0.940984,-0.330953,0.047525
RT901_243,-0.773789,0.894531,8.220234,0.044054,-0.933026,-0.354505,0.042991
RT901_244,-0.573076,0.809082,7.864765,0.034510,-0.918447,-0.391957,0.040426
RT901_245,-0.640737,0.874512,8.171016,0.042067,-0.896982,-0.438074,0.041772
RT901_246,-0.817383,0.750977,7.845625,0.037509,-0.886999,-0.458783,0.036651
RT901_247,-0.596235,0.898438,8.088984,0.042060,-0.875629,-0.479782,0.036237
RT901_248,-1.018096,0.865723,8.250313,0.034316,-0.863982,-0.501411,0.030739
RT901_249,-0.972686,0.837891,7.782734,-0.011431,-0.910707,-0.358354,0.205098
RT901_250,-0.939990,0.955566,7.922187,-0.021202,-0.906195,-0.370226,0.203209
RT901_251,-0.672070,0.852539,8.094453,0.030736,0.930189,0.309180,-0.195480
RT901_252,-0.994482,0.702637,7.505195,-0.029202,-0.945551,-0.256199,0.198602
RT901_253,-0.778784,0.830566,8.023359,-0.018810,-0.947619,-0.248812,0.199392
RT901_254,-0.811934,0.791504,7.697968,0.089670,-0.842168,-0.504286,-0.168548
RT901_255,-1.027178,0.790527,7.892109,0.091978,-0.875170,-0.440514,-0.177665
RT901_256,-0.816929,0.824219,8.209297,0.165164,-0.657171,-0.601475,-0.423173
RT901_257,-0.967236,0.893555,8.272187,0.124882,-0.990440,-0.057500,-0.011271
RT901_258,-0.714756,0.974121,8.302265,-0.002672,0.773432,-0.500134,-0.389437
RT901_259,-0.810571,0.729980,7.785469,0.145702,-0.919799,0.347404,0.109781
RT901_260,-0.795586,0.858887,8.047969,0.101888,-0.779273,0.542596,0.296551
RT901_261,-0.800127,0.915039,8.299531,0.101888,-0.779273,0.542596,0.296551
RT901_262,-1.044434,0.892578,8.037031,-0.106786,0.747559,-0.591713,-0.282186
RT901_263,-0.848262,0.937500,8.006953,-0.098192,0.769467,-0.559482,-0.291991
RT901_264,-1.137979,0.879395,7.859297,0.062489,-0.698215,0.628723,0.336597
RT901_265,-0.995391,0.924316,8.244843,0.140538,-0.775737,0.592686,0.164940
RT901_266,-1.098018,0.985352,8.258515,0.194581,-0.808676,0.555138,0.002112
RT901_267,-1.285107,0.793457,7.736250,0.178249,-0.842157,0.508655,0.016413
RT901_268,-1.237881,0.914551,7.955000,0.162590,-0.839588,0.518217,0.010389
RT901_269,-0.849624,0.861816,8.042500,0.158938,-0.850826,0.500587,0.015739
RT901_270,-1.224258,1.019531,8.086250,0.148016,-0.844020,0.515292,0.014009
RT901_271,-1.211543,0.936523,8.222969,0.141557,-0.845797,0.514000,0.019843
RT901_272,-1.271484,0.910645,7.796406,0.127641,-0.840516,0.526091,0.021641
RT901_273,-1.187021,0.878418,8.028828,0.125085,-0.836502,0.532883,0.025569
RT901_274,-1.158867,1.221680,8.832734,0.109383,-0.818346,0.563921,0.018390
RT901_275,-1.356856,1.081055,8.490937,0.113560,-0.819055,0.561866,0.023679
RT901_276,-0.997207,1.175781,8.824532,0.115374,-0.814688,0.567631,0.027707
RT901_277,-0.962695,1.014648,8.307734,0.114671,-0.809333,0.575129,0.032519
RT901_278,-1.240605,1.055664,8.233906,0.114698,-0.813085,0.569262,0.040961
RT901_279,-1.033535,0.951172,7.938594,0.115169,-0.812932,0.568649,0.050171
RT901_280,-1.227891,1.010742,8.039765,0.106641,-0.812144,0.571648,0.047629
RT901_281,-1.197920,1.093750,8.458125,0.106695,-0.816546,0.565535,0.045158
RT901_282,-1.311445,0.998047,8.157344,0.107124,-0.818925,0.562017,0.044983
RT901_283,-1.255137,1.074219,8.460859,0.105819,-0.816564,0.565594,0.046138
RT901_284,-1.146152,1.189453,8.758906,0.107515,-0.814744,0.567840,0.046794
RT901_285,-1.451309,1.231445,9.078828,0.105761,-0.811382,0.572296,0.054326
RT901_286,-1.110732,1.331055,9.324922,0.106999,-0.811614,0.571515,0.056602
RT901_287,-1.361397,1.233398,8.947578,0.108286,-0.811713,0.571469,0.053099
RT901_288,-1.314170,1.079102,8.332344,0.109190,-0.808060,0.576949,0.047392
RT901_289,-1.328701,1.233398,9.095234,0.106176,-0.800955,0.587441,0.045940
RT901_290,-1.207002,1.274414,9.163593,0.107335,-0.802394,0.586064,0.034240
RT901_291,-1.373203,1.312500,9.743280,0.102735,-0.783427,0.612113,0.031699
RT901_292,-1.290557,1.185547,9.062422,0.100746,-0.776907,0.620589,0.033694
RT901_293,-1.631133,1.315430,9.557343,0.101370,-0.771617,0.627264,0.029511
RT901_294,-1.533047,1.317383,9.497188,0.105091,-0.778052,0.619116,0.016892
RT901_295,-1.831846,1.383789,9.855391,0.103977,-0.771918,0.626681,0.024556
RT901_296,-1.628408,1.320312,9.628437,0.121612,-0.782168,0.610848,0.016966
RT901_297,-1.238789,1.051758,8.553828,0.132841,-0.795437,0.591207,0.010344
RT901_298,-1.345957,1.198242,9.065156,0.151594,-0.815521,0.558156,0.020168
RT901_299,-1.343232,1.155273,8.906563,0.157096,-0.816687,0.554280,0.033411
RT901_300,-1.317803,1.215820,9.674922,0.178406,-0.819280,0.544413,0.023809
RT901_301,-0.973594,1.135742,10.563593,0.181334,-0.856095,0.481905,0.044575
RT901_302,-1.596621,1.333984,9.874531,0.185735,-0.857600,0.477054,0.049444
RT901_303,-1.532139,1.212891,10.158906,0.182338,-0.869629,0.455698,0.053272
RT901_304,-1.434961,1.319336,10.188984,0.228440,-0.857553,0.460419,0.020777
RT901_305,-1.545762,1.331055,9.975702,0.161358,-0.835352,0.490889,0.187559
RT901_306,-1.358672,1.234375,9.592891,0.081724,-0.740448,0.571353,0.344402
RT901_307,-1.365029,0.998047,9.231953,0.002107,0.633852,-0.580184,-0.511482
RT901_308,-1.662920,1.174805,9.724140,0.084129,0.487477,-0.591915,-0.636338
RT901_309,-1.385918,1.281250,9.778828,0.186679,0.368716,-0.525885,-0.743401
RT901_310,-1.241514,1.249023,10.005781,0.186679,0.368716,-0.525885,-0.743401
RT901_311,-1.444951,1.058594,9.385078,0.186679,0.368716,-0.525885,-0.743401
RT901_312,-1.575732,1.127930,9.688593,0.186679,0.368716,-0.525885,-0.743401
RT901_313,-1.380469,1.167969,9.931953,0.186679,0.368716,-0.525885,-0.743401
RT901_314,-0.736099,1.028320,9.833515,0.186679,0.368716,-0.525885,-0.743401
RT901_315,-1.440410,1.280273,10.013985,0.186679,0.368716,-0.525885,-0.743401
RT901_316,-1.445859,1.226562,9.962030,0.186679,0.368716,-0.525885,-0.743401
RT901_317,-1.489453,1.182617,9.838984,0.281379,0.384012,-0.479269,-0.737334
RT901_318,-1.412256,1.017578,9.029610,0.240220,0.537966,-0.494782,-0.638810
RT901_319,-1.361397,0.918457,9.002266,0.240220,0.537966,-0.494782,-0.638810
